0,1
awon阿旺茶,"阿旺茶, AWON"
百味记小郡肝罐罐串串火锅,百味记小郡肝
嗲茶,嗲茶
toberay杜佰瑞,"杜佰瑞, ToBeray, ToBeray"
阿华大虾,阿华大虾
西树泡芙,"Chez Choux, 西树泡芙"
有拈头成都市井火锅,有拈头
欧包与茶,欧包与茶
o2小氧现榨果汁,o2小氧
图兰朵,"图兰朵, Turandot"
果麦no.699,果麦
恩茶EnCha,"恩茶, ENCHA"
满记甜品,满记甜品
喜年贡茶,喜年贡茶
摸错门牛肚王,摸错门牛肚王
COSTA COFFEE,"咖世家, costa"
寻芋记,寻芋记
有拈头成都市井火锅,有拈头
许留山港式甜品,许留山
闲趣比格牛排杯,"比格, Big Pizza, BigPizza"
Pierre Marcolini,"Pierre Marcolini, PierreMarcolini"
站亭,"站亭, Donut stop, Donutstop"
黄记煌三汁焖锅,黄记煌
集集小镇,集集小镇
蒂米雪,"蒂米雪, DIMIXUE"
宏状元餐桌,宏状元
重庆小天鹅火锅,重庆小天鹅
古茗,古茗
奶熊奶茶,奶熊奶茶
50岚鲜茶专卖,50岚鲜茶
松竹梅特色大盘鸡,松竹
连咖啡CoffeeBox,"连咖啡, Coffee Box, CoffeeBox"
豪尚豪牛排,豪尚豪
亲爱的郭 健康小火锅,亲爱的郭
百世德咖啡,百世德咖啡
icedemon,"冰雪怪, ICE DEMON, ICEDEMON"
汕头八合里海记牛肉店,八合里海记
答案茶,"答案, ANSWER TEA, ANSWERTEA"
东来顺传统炭火锅,东来顺
集集小镇,集集小镇
豪口福面馆,豪口福
猫屎咖啡,猫屎咖啡
趣捞全球料理小火锅,趣捞
candy master糖果大师,"糖果大师, Candy Master, CandyMaster"
大龙燚火锅,大龙燚
甜品工房,甜品工房
伊示雅咖啡·简餐,"伊示雅, ISHIJAH"
一品三笑水饺,一品三笑
西少爷肉夹馍,西少爷
名味食快餐店,名味食
大队长主题火锅,大队长主题火锅
乡村基,"乡村基, CSC"
meetea觅茶,"鸣茶, MEE TEA, MEETEA"
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
来必堡土菜馆,来必堡
上岛咖啡,上岛咖啡
唯客多卤面,唯客
麦地初茶,麦地初茶
PORTTEA,"葡茶, Port Tea, PortTea"
新辣道烤鱼,新辣道
珍仕菓鲜榨果汁JAZCU,"珍仕菓, Jazcu"
茶狼甜品店,茶狼
豪享来,豪享来
INCHA 印茶,"印茶, INCHA"
谭鸭血老火锅,谭鸭血
彤德莱火锅,彤德莱
仙芋传奇,仙芋传奇
SPR咖啡,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
芋贵人甜品店,芋贵人
茶丸家彩虹弹珠奶茶,茶丸
湘田源,左庭右院
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
可可树甜品,可可树
许府牛,许府牛
阿华大虾,阿华大虾
东方宫中国兰州牛肉拉面,东方宫
MYCOFFEE 木鱼咖啡,"MY COFFEE, MYCOFFEE"
MELLower coffee roasting,"麦隆咖啡, MELLOWER"
茉沏,茉沏
豪客来牛排,"豪客来, houcaller"
小南国,小南国
吉野家,吉野家
salud llaollao,Salud
玛格利塔,"玛格利塔, Magritta"
屿蓝湾鲜果茶,屿蓝湾鲜果茶
1点点,"1点点, 1點點"
大家乐,大家乐
师兄芋圆,师兄芋圆
蒸浏记,蒸浏记
辣莊重庆老火锅,辣莊
齐民市集,齐民市集
不二锅,不二锅
悟茶,悟茶
周麻婆,周麻婆
途尚咖啡,"途尚咖啡, Twosome"
味蜀吾沸腾三国,味蜀吾
味蜀吾老火锅,味蜀吾
巴奴毛肚火锅,巴奴毛肚
不二茶铺,不二茶铺
探茶贡茶,探茶
LAVAZZA咖啡 1895,"拉瓦萨, LAVAZZA"
微咖啡馆,"微咖啡, MicroCoffee"
重庆喜缘火锅,喜缘火锅
咖啡之翼自动售卖机,咖啡之翼
茶托邦,茶托邦
海底捞土灶火锅,海底捞
榴莲一品,榴莲一品
波比艾斯,波比艾斯
潘记粥铺,潘记粥铺
大快活,大快活
爱咪欧,"爱咪欧, Ei mio, Eimio"
LAVAZZA,"拉瓦萨, LAVAZZA"
重庆老火锅,重庆老火锅
许留山,许留山
赛百味,"赛百味, SUBWAY"
华必和,华必和
小南国卤味牛肉特色鹅掌,小南国
麻辣小屋主题餐厅,麻辣小屋
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
谷子帝五谷煎饼,谷子帝
Fuel Espresso,"Fuel Espresso, FuelEspresso"
8090鲜萃茶,8090鲜萃茶
聪少甜品,聪少甜品
石二锅,石二锅
小南国正宗芒市撒撇,小南国
和合谷,和合谷
东池便当,东池便当
猫山王榴莲甜品,"猫山王, Musang King, MusangKing"
壹早壹碗,壹早壹碗
COFFEEMAILOUNGEBAR,"珈啡麦, Coffeemai"
DiosaChocolate,"蒂奥莎, DIOSA"
玺芝王茶,玺芝王茶
鲜果时间,鲜果时间
小龙坎老火锅,小龙坎老火锅
功夫小子●咖餐,功夫小子
避风港,避风港
HEY JUICE茶桔便,"茶桔便, Hey Juice, HeyJuice"
啦滋多拿滋,"啦滋多拿滋, Lozzi"
陶然居,陶然居
小龙坎老火锅 中央公园店,小龙坎老火锅
厚呷,"厚呷, HOUJIA"
Yummy烘焙,"雅蜜优格, yummy"
东方宫中国兰州牛肉拉面,东方宫
塞纳左岸咖啡厅,"塞纳左岸, SsanaZoan"
雅山饭店,"雅山, gazan"
古茗芝英店,古茗
北家姓转转小火锅·清真,北家姓
行运打边炉,行运打边炉
好伦哥,"好伦哥, Origus"
胡子茶,"胡子茶, WHO’S TEA, WHO’STEA"
轰咖咖喱饭,轰咖咖喱饭
皇城老妈灌汤包,皇城老妈
弥茶,弥茶
雨花西餐厅,雨花西餐厅
星期五烧烤,"星期五, FRIDAYS"
彤德莱火锅,彤德莱
那都不是锅港式打边炉,那都不是锅
楼上火锅店,楼上火锅
九鼎轩脆毛肚火锅,九鼎轩
老乡鸡,老乡鸡
逸美时光休闲咖啡馆,逸美时光
喜年贡茶,喜年贡茶
青柠记忆泰式海鲜火锅,青柠记忆
禄鼎记,禄鼎记
千味涮,千味涮
猫山王榴莲甜品蛋糕MusangKing,"猫山王, Musang King, MusangKing"
辛发亭,辛发亭
华必和,华必和
动物园咖啡,"动物园咖啡, zoo coffee, zoocoffee"
古茗,古茗
意浓咖啡,意浓咖啡
腩潮鲜牛腩火锅,腩潮鲜
唯客多餐馆,唯客
鱼一哥,鱼一哥
宏状元,宏状元
东池便当,东池便当
必来客餐厅,"必来客, BELIKE"
1點點,"1点点, 1點點"
豪享来牛排,豪享来
8波茶8botea,"8波茶, 8 bo tea, 8botea, 8bo tea"
真悦皇茶,真悦皇茶
西堤岛咖啡,西堤岛咖啡
乌所味,乌所味
西树泡芙,"Chez Choux, 西树泡芙"
逸美时光 email coffee,逸美时光
小龙坎老火锅,小龙坎老火锅
柠檬王子,柠檬王子
Bears&Friends,"Bears & Friends, Bears&Friends"
Port Tea葡茶,"葡茶, Port Tea, PortTea"
grandpa爺茶,"爷茶, GRANDPA"
麻辣小屋自助火锅烤肉,麻辣小屋
C多多,c多多
芋观园,芋观园
哆可,哆可
吉野家,吉野家
川府老妈,川府老妈
树心旁千层蛋糕,树心旁
巧芋工坊,巧芋工坊
pacific coffee,Pacific Coffee
朝茶,朝茶
布维记茶饮,布维记
满记甜品,满记甜品
Cider Drink鲜榨果汁,"辛迪果饮, cider drink, ciderdrink"
麦咖啡,"麦咖啡, McCafe"
巴山味庄李记串串,巴山味庄
辣府纸包鸡,辣府
汕头八合里海记牛肉,八合里海记
茶咖道,茶咖道
庆丰包子铺,庆丰包子铺
老乡鸡,老乡鸡
鲜果优,"鲜果优, Fresh MIX, FreshMIX"
Pierre Marcolini Brussels,"Pierre Marcolini, PierreMarcolini"
我呀便当,我呀便当
正新鸡排,正新鸡排
热辣壹号,热辣壹号
轰咖咖喱饭,轰咖咖喱饭
蛋挞王饼店,蛋挞王
黄记煌三汁焖锅,黄记煌
蒸膳美,蒸膳美
宇治茶铺,宇治茶铺
川渝部落重庆老火锅,川渝部落
四海游龙,四海游龙
和茶仓,和茶仓
聪少甜品,聪少甜品
麦隆咖啡,"麦隆咖啡, MELLOWER"
MangoSix,"MANGO SIX, MANGOSIX"
蒸功夫中式小吃,蒸功夫
小蒙牛顶级麻辣养生锅,小蒙牛
真悦皇茶,真悦皇茶
牛很鲜潮汕牛肉火锅店,牛很鲜
暹香泰茶,暹香泰茶
台资味台式便当,台资味
LITTLE BEAN,"LITTLE BEAN, LITTLEBEAN"
TheOne 法式烘培,"炭茶, THEONE"
甜猫甜品店,甜猫甜品
呷哺呷哺,呷哺呷哺
石二锅,石二锅
因味茶饮,"因味茶, inWE"
重庆小天鹅,重庆小天鹅
奶熊奶茶,奶熊奶茶
如创于茶,如创于茶
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
宇治抹茶,宇治抹茶
豪享来牛排,豪享来
黄记煌三汁焖锅,黄记煌
本宫的茶,本宫的茶
Musangking榴莲蛋糕甜品,"猫山王, Musang King, MusangKing"
Zoo Coffee,"动物园咖啡, zoo coffee, zoocoffee"
茶百道,茶百道
外婆家过桥米线,外婆家
川渝部落重庆老火锅,川渝部落
高山小尾羊,小尾羊
cider drink 辛迪果饮,"辛迪果饮, cider drink, ciderdrink"
帝娜朵拉意大利手工冰淇淋咖啡,帝娜朵拉
茉沏,茉沏
茗记甜品,茗记甜品
老爷锅,老爷锅
蛙小侠,蛙小侠
twosome coffee,"途尚咖啡, Twosome"
蒸功夫,蒸功夫
茶米小子,"茶米, CHAME"
Cider Drink 鲜榨果汁,"辛迪果饮, cider drink, ciderdrink"
庆丰包子铺,庆丰包子铺
川渝部落重庆老火锅,川渝部落
糖百府,糖百府
time2tea,time2tea
佰人王串串香火锅,佰人王串串香
淘汰郎小火锅外卖,淘汰郎
研磨时光,研磨时光
小尾羊,小尾羊
巧芋工坊,巧芋工坊
陈记顺和潮汕牛肉火锅,陈记顺和潮汕牛肉
尚上捞老火锅,尚上捞
twosome+coffee,"途尚咖啡, Twosome"
壹q鲜食茶,壹Q鲜食茶
Dairy Queen,"冰雪皇后, Dairy Queen, DairyQueen"
奶茶博士,奶茶博士
下一站奶茶文化专门店,下一站奶茶
MINIMELTS,Minimelts
华莱士炸鸡汉堡,华莱士
布歌东京Mvuke Tokyo,"布歌东京, mvuke tokyo, mvuketokyo"
九鼎轩脆毛肚,九鼎轩
50岚鲜茶连锁,50岚鲜茶
阿牛与仙草,阿牛与仙草
和茶仓鲜茶,和茶仓
猫山王,"猫山王, Musang King, MusangKing"
x造杯,X造杯
和合谷,和合谷
觅甜记甜品,觅甜记
地下铁,地下铁
虾吃虾涮,虾吃虾涮
茶大爷,"茶大爷, teadaye"
古茗,古茗
缤果鲜茶,缤果鲜茶
锅小二锅仔米饭,锅小二
小蒙牛顶级麻辣养生锅,小蒙牛
yummy雅米面包坊,"雅蜜优格, yummy"
大娘水饺师大,大娘水饺
和合谷,和合谷
恋暖初茶,恋暖初茶
仙芋传奇,仙芋传奇
唯咖啡,"唯咖啡, VOX"
唐恩都乐,"唐恩都乐, dunkin donuts, dunkindonuts"
铁锅门养身香辣馆,铁锅门养身香辣馆
索菲克牛排,"索菲克, Sofeco"
记忆年代老火锅,"记忆年代老火锅, 记忆.年代老火锅"
优多c茶饮,优多C
丽华快餐,丽华快餐
真功夫包子铺,真功夫
雅岛英皇茶,雅岛英皇茶
老行家海鲜餐馆,行家海鲜
电台巷火锅,电台巷
有拈头成都市井火锅,有拈头
狗不理饺子,狗不理
二人锅,二人锅
X造杯,X造杯
千味涮,千味涮
蒸功夫东北水饺,蒸功夫
凉先绅Coolhitto,凉先绅
媚娘の茶·不负午茶时光,媚娘の茶
老爷锅,老爷锅
老港记甜品,老港记
呷哺呷哺,呷哺呷哺
傣妹火锅,傣妹火锅
LADY7 CAFE,Lady7
鱼豆吉·豆浆鱼火锅,鱼豆吉
腩潮鲜牛腩老火锅,腩潮鲜
腩潮鲜火锅店,腩潮鲜
蜀大侠,蜀大侠
赛百味,"赛百味, SUBWAY"
坎爷秘制火锅,坎爷秘制
茉沏,茉沏
渝巴奴毛肚火锅,巴奴毛肚
重庆孔亮火锅,孔亮火锅
如一坊澳门火锅,如一坊
蜜菓&蜜制鲜饮,蜜菓
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
黔乡牧人,黔乡牧人
重庆孔亮火锅,孔亮火锅
虾吃虾涮,虾吃虾涮
华必和,华必和
骑士老虎茶.黑糖,骑士老虎茶
食通天美食广场,食通天美食广场
椒麻鸡 藤椒鱼米饭,椒麻鸡
谷子帝,谷子帝
珍奶工坊,珍奶工坊
哆可台湾牛乳茶,哆可
舞茶道,舞茶道
必胜客中式快餐连锁,必胜客
有家酸菜鱼&米饭,有家酸菜鱼
茶颜悦色,茶颜悦色
丹堤咖啡,丹堤咖啡
水天堂西餐厅,水天堂
怡情洋房火锅,洋房火锅
MAANCOFFEE,"漫咖啡, MAANCOFFEE"
TheONE炭茶,"炭茶, THEONE"
蓝山咖啡,蓝山咖啡
帕斯库奇咖啡店,"帕斯库奇, Pascucc"
T.G.I.Fridays 星期五美式餐厅,"星期五, FRIDAYS"
first kiss甜品,"FIRST KISS, FIRSTKISS"
舞茶道,舞茶道
豪客来牛排,"豪客来, houcaller"
豪客来牛排,"豪客来, houcaller"
重庆秦妈火锅,秦妈火锅
四川香天下火锅,香天下
鹿谷製茶,鹿谷製茶
Micat薄荷猫美式冻酸奶,"薄荷猫, Micat"
玛格利塔,"玛格利塔, Magritta"
西树泡芙,"Chez Choux, 西树泡芙"
站亭,"站亭, Donut stop, Donutstop"
贡茶,贡茶
坎爷秘制火锅,坎爷秘制
许府牛牛肉火锅,许府牛
重庆巴将军火锅,巴将军火锅
玛格利塔披萨,"玛格利塔, Magritta"
重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
潘师傅,潘师傅
甜甜圈面包店,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
i转角ICORNER,"i转角, ICORNER"
比比客中式快餐,"比比客, bbq"
比格比萨,"比格, Big Pizza, BigPizza"
Kubrick咖啡书店,"库布里克, kubrick"
帕斯库奇,"帕斯库奇, Pascucc"
茶米茶,"茶米, CHAME"
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
AWON阿旺茶,"阿旺茶, AWON"
豪尚豪牛排,豪尚豪
杏记甜品,杏记甜品
曲塘大渝火锅,大渝火锅
Krispy Kreme Doughnuts,"卡卡圈坊, Krispy Kreme, KrispyKreme"
庆丰包子铺,庆丰包子铺
茶大爷,"茶大爷, teadaye"
室町品茶,室町品茶
麦咖啡,"麦咖啡, McCafe"
维果部落天使之橙,"维果部落, vingco"
COCO LEMON,"都可, COCO, 都可茶饮"
觅甜记甜品,觅甜记
水玉丸作,水玉丸作
恋尚哥老官重庆美蛙鱼头,"哥老官, 哥老官美蛙鱼头"
必胜客宅急送,必胜客
柠檬王子,柠檬王子
珍仕菓鲜榨果汁JAZCU,"珍仕菓, Jazcu"
鹿野茶事,鹿野茶事
真功夫牛肉面馆,真功夫
Jollibee,"快乐蜂, Jollibee"
阿水大杯茶,阿水大杯茶
弥茶,弥茶
嘉和一品面,嘉和一品
蓝山咖啡馆,蓝山咖啡
茶大爷,"茶大爷, teadaye"
安乃迪尔咖啡,"安乃迪尔, ONadore"
佳佳基中西·休闲餐厅,佳佳基
一芳台湾水果茶,一芳台湾水果茶
宏油庄,宏油庄
青初抹茶,青初抹茶
葡茶POTEA,"葡茶, Port Tea, PortTea"
La Kaffa,"六角咖啡, La Kaffa, LaKaffa"
妙茶鲜鲜,妙茶
陈佬鸽养生乳鸽馆,陈佬鸽
麦咖啡,"麦咖啡, McCafe"
Fressh＆Tasty轻食沙拉,"西堤牛排, Tasty"
丽华快餐,丽华快餐
凉先绅台湾奶茶,凉先绅
老娘舅,老娘舅
大队长主题火锅,大队长主题火锅
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
芒可甜品店,芒可
西树泡芙,"Chez Choux, 西树泡芙"
和茶仓,和茶仓
ZOOCOFFEE,"动物园咖啡, zoo coffee, zoocoffee"
segafredo世家兰铎,Segafredo
芒不颠甜品,"芒不颠, crazymango"
星角榴莲冰锅创造者,"星角, Mango star, Mangostar"
野生顺水鱼馆,顺水鱼馆
Morozoff,morozoff
香芋仙,香芋仙
大渝火锅,大渝火锅
鹿野茶事,鹿野茶事
满记甜品,满记甜品
茶百道,茶百道
稻香米线,稻香
小南国酒楼,小南国
维果部落天使之橙,"维果部落, vingco"
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
知乎茶也,知乎茶也
麦当劳,"麦当劳, ""MCDONALDS"""
华莱士炸鸡汉堡,华莱士
漫猫咖啡,漫猫咖啡
freshmix鲜果优,"鲜果优, Fresh MIX, FreshMIX"
亚惠美食,亚惠美食
鲜煮艺小火锅,鲜煮艺小火锅
悟茶,悟茶
斯利美 C’stea,斯利美
千味涮火锅,千味涮
Musangking榴莲蛋糕甜品,"猫山王, Musang King, MusangKing"
坎爷秘制火锅,坎爷秘制
财富公馆菜,富公馆
石二锅,石二锅
Venchi,venchi
川味观·毛肚火锅,川味观
千味涮,千味涮
Hollys Coffee,"豪丽斯, HOLLYS COFFEE, HOLLYSCOFFEE"
蒂米雪意式甜品,"蒂米雪, DIMIXUE"
百味记小郡肝砂罐火锅串串,百味记小郡肝
图兰朵音乐咖啡,"图兰朵, Turandot"
Double Win Cafe,"Double Win Cafe, DoubleWinCafe"
MOVO冰激凌,"摩威冰淇淋, movo"
蛋挞王,蛋挞王
c多多,c多多
西树泡芙,"Chez Choux, 西树泡芙"
七杯茶奶茶店,七杯茶
spr咖啡,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
重庆小天鹅火锅,重庆小天鹅
功夫小子麻辣香锅,功夫小子
薡茶,"薡茶, ding tea, dingtea"
Waffle Bant 华夫班特,"华夫班特, waffle bant, wafflebant"
来必堡,来必堡
豪享来牛排,豪享来
呷哺呷哺,呷哺呷哺
汕头八合里海记牛肉馆,八合里海记
茶风暴,茶风暴
傲椒火辣串串火锅,傲椒火辣串串
鱼尚鲜草帽石锅鱼,鱼尚鲜
咖啡之翼现磨咖啡,咖啡之翼
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
freshmix,"鲜果优, Fresh MIX, FreshMIX"
芝士客皇茶,芝士客皇茶
巴奴干锅,巴奴
佳客来,"佳客来, JOYCALLER"
Theone,"炭茶, THEONE"
东来顺,东来顺
贵族世家牛排,贵族世家牛排
郑州市巴奴毛肚火锅,巴奴毛肚
Yummycake私房烘焙坊,"雅蜜优格, yummy"
师兄芋圆,师兄芋圆
蒂米雪,"蒂米雪, DIMIXUE"
香芒山,香芒山
黑泷堂,黑泷堂
逸美时光咖啡Email coffee,逸美时光
帝佰利甜品,"帝佰利, cafe de Paris, cafedeParis"
星期五烤盘,"星期五, FRIDAYS"
图兰朵咖啡,"图兰朵, Turandot"
亚惠美食广场,亚惠美食
乌所味,乌所味
西树泡芙,"Chez Choux, 西树泡芙"
巧芋工坊,巧芋工坊
八合里海记牛肉火锅,八合里海记
嘉和一品,嘉和一品
素匠泰茶,素匠泰茶
渝城老妈老火锅,渝城老妈
不二锅时尚外卖火锅,不二锅
重庆乡水源老火锅,乡水源
柠檬王子,柠檬王子
甜甜圈烘焙工坊,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
澳门豆捞,澳门豆捞
华必和,华必和
印茶,"印茶, INCHA"
蓝湾咖啡,蓝湾咖啡
仙芋世家,仙芋世家
小尾羊,小尾羊
吉祥馄饨面德百店,吉祥馄饨
找茶趣,"找茶, I tea, Itea"
Godiva,"歌帝梵, Godiva"
味千拉面,"味千拉面, 较大的休闲餐厅连锁经营商"
Dairy Fairy,"dairy fairy, dairyfairy"
INCHA 印茶,"印茶, INCHA"
载沅家韩国炒酸奶,载沅家
茶米恰恰,"茶米, CHAME"
佳客来牛排自助西餐厅,"佳客来, JOYCALLER"
哆可牛乳茶,哆可
哆可奶茶,哆可
牛B奶奶台北时尚饮品,牛B奶奶
唯客多美式牛排饭·鸡排饭,唯客
仙芋世家,仙芋世家
小南国饭店,小南国
杏记甜品,杏记甜品
查理布朗网络会所,查理布朗
许府牛,许府牛
黑泷太郎,黑泷太郎
二人锅,二人锅
x造杯,X造杯
斯利美（Seven Ice）,斯利美
大娘水饺,大娘水饺
问茶书房,问茶
豪爽来中西餐厅,豪爽来
本位咖啡,"本位咖啡, BASIS COFFEE, BASISCOFFEE"
巴里岛咖啡西餐,巴里岛咖啡
茶玛谷,"茶玛, TEAMACC"
小蒙牛全牛火锅,小蒙牛
雅山牛满碗,"雅山, gazan"
鲜果港果汁奶茶,鲜果港
塞纳左岸,"塞纳左岸, SsanaZoan"
真功夫,真功夫
顺水鱼馆?庖丁家,顺水鱼馆
小龙坎老火锅,小龙坎老火锅
上岛咖啡,上岛咖啡
Missmilk酸奶吧,"MissMilk酸奶家族, MissMilk"
涞源县楼上火锅城,楼上火锅
枫多士,枫多士
蒸浏记·浏阳蒸菜,蒸浏记
illy咖啡,illy咖啡
麦地初茶,麦地初茶
糖半甜生日蛋糕,糖半甜
地下铁,地下铁
淘汰郎小火锅,淘汰郎
茶米恰恰,"茶米, CHAME"
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
口渴了饮品,口渴了
东来顺酒店,东来顺
奶熊奶茶Milk Bear,奶熊奶茶
COSTA COFFEE,"咖世家, costa"
瑞幸咖啡,"瑞幸咖啡, luckin"
本宫的茶,本宫的茶
巴贝拉意式休闲餐厅,"巴贝拉, Babela"
有拈头成都市井火锅,有拈头
永和大王,"永和大王, 台式风味的精致快餐"
哥老官美蛙鱼头,"哥老官, 哥老官美蛙鱼头"
大虎老火锅,大虎老火锅
陈佬鸽滋补馆,陈佬鸽
李先生的饭,"李先生, Mrlee"
蒙自源小锅米线,蒙自源
川味观,川味观
COSTA COFFEE,"咖世家, costa"
趣捞小火锅,趣捞
麦当劳,"麦当劳, ""MCDONALDS"""
MAANCOFFEE,"漫咖啡, MAANCOFFEE"
春阳茶事,春阳茶事
谭鸭血老火锅,谭鸭血
渝城老妈火锅,渝城老妈
米多面多,"米多面多, MIDOU"
四川香天下火锅,香天下
蒂奥莎手工巧克力,"蒂奥莎, DIOSA"
四川香天下火锅,香天下
大龙燚火锅,大龙燚
喜虾客,喜虾客
茶公子与茶女仕,茶公子与茶女仕
美滋美味,美滋美
Diosa,"蒂奥莎, DIOSA"
古茗,古茗
真悦皇茶,真悦皇茶
咖啡之翼自助贩卖机,咖啡之翼
肯德基,"肯德基, KFC"
茶颜悦色,茶颜悦色
芋多美,芋多美
萃茶师,萃茶师
吴小姐炒酸奶,吴小姐炒酸奶
茶之道,茶之道
川渝部落重庆老火锅,川渝部落
AWON阿旺茶,"阿旺茶, AWON"
米集盒酱香大骨饭,米集盒
华莱士炸鸡汉堡,华莱士
麻辣小屋艺术火锅,麻辣小屋
鱼尚鲜草帽石锅鱼,鱼尚鲜
芋观园,芋观园
漾漾好贡茶,漾漾好贡茶
多喜爱,多喜爱
雅山药香粽,"雅山, gazan"
屿蓝湾鲜果茶,屿蓝湾鲜果茶
德克士,"德克士, Dicos"
肯德基,"肯德基, KFC"
Kiwiyo,"可味优, Kiwiyo"
尼珂波咖啡站,"尼珂波咖啡, NICBOOY"
甜贵人,甜贵人
冰雪怪,"冰雪怪, ICE DEMON, ICEDEMON"
港芝悦,港芝悦
阿香婆土菜馆,阿香婆
水玉丸作,水玉丸作
漫咖啡 MAAN COFFEE,"漫咖啡, MAANCOFFEE"
重庆巴乡鱼头火锅,巴乡鱼头
川味观,川味观
INCHA印茶,"印茶, INCHA"
和合谷,和合谷
ICE DEMON,"冰雪怪, ICE DEMON, ICEDEMON"
麦隆咖啡mellowercoffee,"麦隆咖啡, MELLOWER"
mango six,"MANGO SIX, MANGOSIX"
泰迪咖啡,"泰迪咖啡, Teddy"
茶颜茶语,茶颜茶语
小肥羊,小肥羊
研磨时光咖啡店,研磨时光
正新鸡排,正新鸡排
荼啡茶,荼啡茶
百年老妈火锅,百年老妈
帕斯库奇咖啡CAFFEPASCUCCI,"帕斯库奇, Pascucc"
1点点,"1点点, 1點點"
黄记煌三汁焖锅,黄记煌
西树泡芙,"Chez Choux, 西树泡芙"
麦咖啡,"麦咖啡, McCafe"
MOINEAU,Moineau
巴奴毛肚火锅,巴奴毛肚
LELECHA 楽楽茶,"乐乐茶, LELECHA, LE LE CHA"
锅小二土菜馆,锅小二
8090鲜萃茶,8090鲜萃茶
渝城老妈火锅店,渝城老妈
斗牛士牛排餐厅,斗牛士牛排
毋米粥屋,毋米粥
陈佬鸽,陈佬鸽
爱辣啵啵鱼,爱辣啵啵鱼
Port Tea葡茶,"葡茶, Port Tea, PortTea"
阿水大杯茶,阿水大杯茶
大快活,大快活
TEAMACC 茶玛,"茶玛, TEAMACC"
庆丰包子铺,庆丰包子铺
Dairy Fairy,"dairy fairy, dairyfairy"
罗帝可可鲜饮小站,"罗帝可可, RODICOCO"
C多多时尚饮品,c多多
食通天美食广场,食通天美食广场
i转角icorner,"i转角, ICORNER"
宏状元粥屋,宏状元
正新鸡排,正新鸡排
爷茶茶饮,"爷茶, GRANDPA"
柠檬工坊,柠檬工坊
皇冕皇茶royaltea,皇冕皇茶
大虎老火锅,大虎老火锅
INCHA印茶,"印茶, INCHA"
水天堂西餐厅,水天堂
麻里麻里香锅,麻里麻里香锅
漾漾好贡茶,漾漾好贡茶
巴奴火锅,巴奴
X造杯咖啡茶饮,X造杯
新辣道火锅鱼,新辣道
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
美滋美德江店,美滋美
茶颜茶语,茶颜茶语
蜜菓茶语,蜜菓
甜贵人港式甜品,甜贵人
食之秘,"食之秘, Secret Recipe, SecretRecipe"
阿水大杯茶,阿水大杯茶
齐辣,齐辣
东池便当,东池便当
水天堂西餐厅,水天堂
相思蜜哒,相思蜜哒
东方宫·中国兰州牛肉拉面,东方宫
树心旁芝士小栈,树心旁
杏记甜品,杏记甜品
谭英雄火锅串串,谭英雄火锅
桂烹大师猪肚鸡,烹大师
虾吃虾涮,虾吃虾涮
许府牛火锅·祖传牛骨头汤,许府牛
麦咖啡,"麦咖啡, McCafe"
果麦de鲜饮创作,果麦
满记甜品,满记甜品
大渝火锅,大渝火锅
一芳台湾水果茶,一芳台湾水果茶
花雨茶室,花雨茶
四季文昌,四季文昌
茶玛谷,"茶玛, TEAMACC"
喜年贡茶,喜年贡茶
麦隆咖啡,"麦隆咖啡, MELLOWER"
阿水大杯茶,阿水大杯茶
港饮之港,港饮之港
茶桔便,"茶桔便, Hey Juice, HeyJuice"
阿水大杯茶,阿水大杯茶
树心旁,树心旁
半兽人旋转养生小火锅,半兽人
三只耳火锅,三只耳
小尾羊涮肉家常菜,小尾羊
香辣府,辣府
谭鸭血火锅,谭鸭血
玛丽莲甜品,玛丽莲
茶米恰恰恰,"茶米, CHAME"
黔乡牧人,黔乡牧人
小蒙牛顶级麻辣蒙古火锅,小蒙牛
玛丽莲甜品,玛丽莲
悟茶,悟茶
找茶【鲜果花茶】,"找茶, I tea, Itea"
麦咖啡,"麦咖啡, McCafe"
糖皇甜品,糖皇甜品
御厨传奇自助涮烤火锅,御厨传奇
舞茶道,舞茶道
一点味餐厅,一点味餐厅
YOGEN FRUZ,"优芙丝, YOGEN FRUZ, YOGENFRUZ"
芋观园,芋观园
鹿谷製茶,鹿谷製茶
比格里·苏披萨店,"比格, Big Pizza, BigPizza"
三不牛腩,三不牛腩
西堤牛排,"西堤牛排, Tasty"
松竹林菌汤火锅,松竹
